Official division,Name type,Administrative area name,Administrative level,Description,Comment,Part of,MAEASaM ID,Geometry,resourceid
,Primary name,Kala/Balge,Level 2,,,,ADMIN-NGA-000000135,,00f0aaca-6f50-4171-adf6-e37d2b524100
,Primary name,Aleiro,Level 2,,,,ADMIN-NGA-000000134,,5cfb74ac-0e6c-4ddc-8478-1249addc5c6e
,Primary name,Tsanyawa,Level 2,,,,ADMIN-NGA-000000133,,d2bdacb4-a595-4b38-8156-bdef6df1ef3c
,Primary name,Gusau,Level 2,,,,ADMIN-NGA-000000132,,b67b9089-d4b7-4452-8674-cc38bcf1a842
,Primary name,Fune,Level 2,,,,ADMIN-NGA-000000131,,62b201be-f9f2-40e6-8231-e25b05500d0e
,Primary name,Auyo,Level 2,,,,ADMIN-NGA-000000130,,bab66073-0819-4129-a217-d62d4891f71b
,Primary name,Ngala,Level 2,,,,ADMIN-NGA-000000129,,df4c2b94-00cd-4f14-a38a-80ef223796a8
,Primary name,Kalgo,Level 2,,,,ADMIN-NGA-000000128,,20d0dfae-5c5d-4020-9c2f-0183b93db53c
,Primary name,Hadejia,Level 2,,,,ADMIN-NGA-000000127,,10237669-c8ae-4d91-be5e-82d4bcf44f71
,Primary name,Bungudu,Level 2,,,,ADMIN-NGA-000000126,,705a2a5e-fd9a-47a2-a299-f915409c0ff7
,Primary name,Tarmuwa,Level 2,,,,ADMIN-NGA-000000125,,af947922-f7f7-49b5-afb5-24cc6409018d
,Primary name,Zaki,Level 2,,,,ADMIN-NGA-000000124,,ddee5d9c-2747-4e13-b878-0c83421a60ea
,Primary name,Garki,Level 2,,,,ADMIN-NGA-000000123,,2b2a7356-b838-4a52-858e-7fa7f363cc94
,Primary name,Kunchi,Level 2,,,,ADMIN-NGA-000000122,,67572eac-a0fb-4ce8-9bbd-b840edf89265
,Primary name,Kusada,Level 2,,,,ADMIN-NGA-000000121,,a1ec1acb-83d5-4d7d-bcc4-c683f80371ba
,Primary name,Makoda,Level 2,,,,ADMIN-NGA-000000120,,63c280be-39b6-43d6-acbc-26436a69bb33
,Primary name,Itas/Gadau,Level 2,,,,ADMIN-NGA-000000170,,8ecc5060-f920-4d42-856c-572610fab69a
,Primary name,Ajingi,Level 2,,,,ADMIN-NGA-000000169,,01728588-0eb7-443b-93e8-228288bd1194
,Primary name,Nangere,Level 2,,,,ADMIN-NGA-000000168,,62dce28a-6a26-4ed6-a5d0-7aac798d2428
,Primary name,Tofa,Level 2,,,,ADMIN-NGA-000000167,,5cd81a35-d286-4918-86b7-26e576dbdeb5
,Primary name,Dandi,Level 2,,,,ADMIN-NGA-000000166,,ad5f5e37-74eb-41f5-8305-92685bd81b86
,Primary name,Ungogo,Level 2,,,,ADMIN-NGA-000000165,,f9040740-8525-4248-a343-d90dde384433
,Primary name,Gezawa,Level 2,,,,ADMIN-NGA-000000164,,2fbd8cc7-73bd-40eb-b8b8-ebab20503ef4
,Primary name,Tsafe,Level 2,,,,ADMIN-NGA-000000163,,3beda2f0-4e6f-4120-adb7-6bc426f0b365
,Primary name,Jere,Level 2,,,,ADMIN-NGA-000000162,,adcc92d5-6f79-4554-997c-31de0fdc08d3
,Primary name,Dikwa,Level 2,,,,ADMIN-NGA-000000161,,54b89e96-fd2e-4bcc-998c-306943412cb5
,Primary name,Jahun,Level 2,,,,ADMIN-NGA-000000160,,f389b394-a1c2-469f-9c48-e766399995a7
,Primary name,Bagwai,Level 2,,,,ADMIN-NGA-000000159,,161b0cdf-f08b-4408-8af9-99c86934922f
,Primary name,Konduga,Level 2,,,,ADMIN-NGA-000000158,,31a5e6ca-5afc-4cd1-a814-2d80ef9f35f0
,Primary name,Kankara,Level 2,,,,ADMIN-NGA-000000157,,68e1c985-ce9e-4f1e-8e25-d40a104a2543
,Primary name,Kebbe,Level 2,,,,ADMIN-NGA-000000156,,9ac9c5be-9101-4d52-9408-4c411c71d3b0
,Primary name,Dawakin Tofa,Level 2,,,,ADMIN-NGA-000000155,,7899fefa-4e45-4014-8e2b-391752c8fd2c
,Primary name,Bunza,Level 2,,,,ADMIN-NGA-000000154,,c6d8828d-9ab4-480c-a8ed-038bc88b4f1d
,Primary name,Jega,Level 2,,,,ADMIN-NGA-000000153,,9a020288-05d4-4705-a49c-7dc9e3558fec
,Primary name,Maiyama,Level 2,,,,ADMIN-NGA-000000152,,e32899bc-7a12-43c4-8534-db8afdc15669
,Primary name,Musawa,Level 2,,,,ADMIN-NGA-000000151,,27fc2873-cda5-4e85-bdf3-73983d43e28e
,Primary name,Gummi,Level 2,,,,ADMIN-NGA-000000150,,4bbbac11-cf78-4181-bcdf-3c3f8d5033bb
,Primary name,Shanono,Level 2,,,,ADMIN-NGA-000000149,,c0af60f3-e3d1-4843-bed3-a8d10cbb6742
,Primary name,Gabasawa,Level 2,,,,ADMIN-NGA-000000148,,26929ec6-bb6f-4cd6-b516-a6865b1f9284
,Primary name,Ringim,Level 2,,,,ADMIN-NGA-000000147,,8f8a482b-801b-4c7b-83c0-a4a437e92398
,Primary name,Minjibir,Level 2,,,,ADMIN-NGA-000000146,,ad88df29-a65e-4994-bc3e-c4e7454ab412
,Primary name,Miga,Level 2,,,,ADMIN-NGA-000000145,,57ebabe5-9519-47ac-b81e-0e2886e4720f
,Primary name,Kafur,Level 2,,,,ADMIN-NGA-000000195,,2b99c367-8934-4a41-b6f7-bdcb70881842
,Primary name,Karaye,Level 2,,,,ADMIN-NGA-000000194,,4e40cfba-a5a6-4009-9679-b4189e4c7616
,Primary name,Gaya,Level 2,,,,ADMIN-NGA-000000193,,3168c593-12ad-47ff-a62b-21a27be65c00
,Primary name,Faskari,Level 2,,,,ADMIN-NGA-000000192,,57f6ecf5-cbe8-48db-85d8-cf1d327ae967
,Primary name,Wudil,Level 2,,,,ADMIN-NGA-000000191,,a2fe0ae6-2fa0-4254-97d5-91c3d395e78b
,Primary name,Dawakin Kudu,Level 2,,,,ADMIN-NGA-000000190,,e7159eba-9fc6-4085-8448-6a5e672e8f1e
,Primary name,Madobi,Level 2,,,,ADMIN-NGA-000000189,,351daf39-ca23-41e2-83f4-ebf642275915
,Primary name,Kaga,Level 2,,,,ADMIN-NGA-000000188,,fc062a2f-5a7f-404f-9524-6815bd8375cb
,Primary name,Maiduguri,Level 2,,,,ADMIN-NGA-000000187,,18789b1f-baca-4aff-970c-48654e1f61c5
,Primary name,Kumbotso,Level 2,,,,ADMIN-NGA-000000186,,b8e590a5-a332-40fa-9207-da1cca950aa8
,Primary name,Kabo,Level 2,,,,ADMIN-NGA-000000185,,9ae373b2-5f85-4c34-ac1e-d4e074b87921
,Primary name,Kano Municipal,Level 2,,,,ADMIN-NGA-000000184,,4f7fd51d-0d2a-4ac5-8605-3e63dddfa865
,Primary name,Kiyawa,Level 2,,,,ADMIN-NGA-000000183,,d48d48e7-f612-4d90-a936-5bfe2af90bbf
,Primary name,Warawa,Level 2,,,,ADMIN-NGA-000000182,,f80d82da-b9a5-4d12-9691-055b90f6c041
,Primary name,Malumfashi,Level 2,,,,ADMIN-NGA-000000181,,428e5067-9583-46cc-8561-37b182c35769
,Primary name,Gwarzo,Level 2,,,,ADMIN-NGA-000000180,,fd986272-e331-4a6c-9617-beaffa60655b
,Primary name,Tarauni,Level 2,,,,ADMIN-NGA-000000179,,9b15197a-1845-43a8-98de-90d32737d676
,Primary name,Gwale,Level 2,,,,ADMIN-NGA-000000178,,97e9523b-de75-4b06-8d3f-898f2b65b284
,Primary name,Rimin Gado,Level 2,,,,ADMIN-NGA-000000177,,463bd8a1-8630-4be3-9060-21839e862644
,Primary name,Fagge,Level 2,,,,ADMIN-NGA-000000176,,562f8e53-3d66-43e3-af40-1fe55c575703
,Primary name,Dutse,Level 2,,,,ADMIN-NGA-000000175,,57f1a193-6b14-481e-992f-971a066ff2e3
,Primary name,Damaturu,Level 2,,,,ADMIN-NGA-000000174,,be487647-0ba4-4742-bf7b-8bd725128c5c
,Primary name,Dala,Level 2,,,,ADMIN-NGA-000000173,,dc4a5ecd-975d-47ee-83b8-3d60fb325448
,Primary name,Nassarawa,Level 2,,,,ADMIN-NGA-000000172,,11e1618a-17da-495d-808b-1d4998935bc5
,Primary name,Suru,Level 2,,,,ADMIN-NGA-000000171,,4b69f873-7cbe-4cd8-9bd4-968f2a07ad66
,Primary name,Giade,Level 2,,,,ADMIN-NGA-000000221,,50efc68b-7ead-4bd8-a330-02e033927dac
,Primary name,Shira,Level 2,,,,ADMIN-NGA-000000220,,22d9e499-d421-405e-85b7-0e1870a6270b
,Primary name,Takai,Level 2,,,,ADMIN-NGA-000000219,,f938442d-4185-4f7e-8c57-235cafd1e8f1
,Primary name,Rano,Level 2,,,,ADMIN-NGA-000000218,,880b598f-3301-40ef-b86b-c9974024bd23
,Primary name,Kibiya,Level 2,,,,ADMIN-NGA-000000217,,12990fcd-2338-4d8f-9fc0-efa12af7b8e2
,Primary name,Rogo,Level 2,,,,ADMIN-NGA-000000216,,c191a249-26ee-4750-9e6b-6d3479a1bce8
,Primary name,Gujba,Level 2,,,,ADMIN-NGA-000000215,,72234338-f436-42f8-afea-2178e2fdc486
,Primary name,Fika,Level 2,,,,ADMIN-NGA-000000214,,7acccccc-f470-4d25-a262-9fabfbdb30b4
,Primary name,Koko/Besse,Level 2,,,,ADMIN-NGA-000000213,,b1ba72cb-ddc3-46f5-9286-1a8874df6adb
,Primary name,Fakai,Level 2,,,,ADMIN-NGA-000000212,,78bf2b66-9abc-4fa8-bfeb-374e94f9aa15
,Primary name,Garko,Level 2,,,,ADMIN-NGA-000000211,,fee19f25-dd52-4f1b-a747-e4256390d456
,Primary name,Birnin Kudu,Level 2,,,,ADMIN-NGA-000000210,,c6d9b9c6-ac04-4ba3-a79e-b23f48cbb06c
,Primary name,Albasu,Level 2,,,,ADMIN-NGA-000000209,,223707d0-dddb-4c36-a9d2-93cb5aa75a50
,Primary name,Bebeji,Level 2,,,,ADMIN-NGA-000000208,,6c9a8d58-973e-4a23-8a6b-23f0ba1185fd
,Primary name,Zuru,Level 2,,,,ADMIN-NGA-000000207,,1ccc8635-a438-465d-b4bc-9cca2e6a5a8a
,Primary name,Buji,Level 2,,,,ADMIN-NGA-000000206,,ea8e7f8f-9923-4cfd-96c2-ef52d8e89999
,Primary name,Garum Mallam,Level 2,,,,ADMIN-NGA-000000205,,09a8dc9d-0e6a-44a9-b5f8-91b6c51ea051
,Primary name,Jama'are,Level 2,,,,ADMIN-NGA-000000204,,3326b2b2-213b-4aa4-9fa1-1e4025c22f9c
,Primary name,Bunkure,Level 2,,,,ADMIN-NGA-000000203,,e26e9303-d7b8-4aa7-9329-48d3a7877351
,Primary name,Damban,Level 2,,,,ADMIN-NGA-000000202,,6a914bf9-17e7-4d38-afd5-244b1a4cd1de
,Primary name,Bakori,Level 2,,,,ADMIN-NGA-000000201,,666b7faf-8235-4ec9-b06b-9fb2bb13d1df
,Primary name,Kiru,Level 2,,,,ADMIN-NGA-000000200,,00cf9dbb-64c9-46d2-9f55-ed8fae70da34
,Primary name,Katagum,Level 2,,,,ADMIN-NGA-000000199,,ccec3fa9-8258-440e-bd70-a6d51d709413
,Primary name,Potiskum,Level 2,,,,ADMIN-NGA-000000198,,302b78b4-bdb0-4808-ac43-0370e2063ecc
,Primary name,Kura,Level 2,,,,ADMIN-NGA-000000197,,61884ba0-950a-450b-a920-64aaa30782e5
,Primary name,Bama,Level 2,,,,ADMIN-NGA-000000196,,e4c14df0-8b91-416c-a858-c95ecfc69235
,Primary name,Doguwa,Level 2,,,,ADMIN-NGA-000000246,,daa3116a-312a-4fd6-b96d-5f5a778c03c9
,Primary name,Sabon Gari,Level 2,,,,ADMIN-NGA-000000245,,29b972f2-f7d8-4d6a-be60-57999a6117c7
,Primary name,Dukku,Level 2,,,,ADMIN-NGA-000000244,,1b0f2e34-10e8-4952-aa54-4ad0ff049479
,Primary name,Warji,Level 2,,,,ADMIN-NGA-000000243,,db2bfe44-2596-4185-a644-21915f2e4d21
,Primary name,Nafada,Level 2,,,,ADMIN-NGA-000000242,,02cf0fbf-7bfb-4739-9954-2edf85d9ae5d
,Primary name,Ningi,Level 2,,,,ADMIN-NGA-000000241,,ac5b50f2-96b5-4599-b3cd-047243801236
,Primary name,Rijau,Level 2,,,,ADMIN-NGA-000000240,,82a74046-ad6a-4021-9827-484477063ace
,Primary name,Birnin Gwari,Level 2,,,,ADMIN-NGA-000000239,,5d7a4b06-5564-44ab-a4d4-b15fc4d67dc5
,Primary name,Kudan,Level 2,,,,ADMIN-NGA-000000238,,6ad2299d-8a99-44a0-af90-2e89c0761568
,Primary name,Giwa,Level 2,,,,ADMIN-NGA-000000237,,3e20b332-5640-49d1-8f1f-c757c0a00e81
,Primary name,Sakaba,Level 2,,,,ADMIN-NGA-000000236,,af35c7eb-76fb-41fe-98f6-b23bdb3f84bc
,Primary name,Darazo,Level 2,,,,ADMIN-NGA-000000235,,86216fc2-e5b0-405f-b84c-9c9dd0392e96
,Primary name,Tundun Wada,Level 2,,,,ADMIN-NGA-000000234,,848957ec-c8e7-40a6-9165-44ac4983ffef
,Primary name,Makarfi,Level 2,,,,ADMIN-NGA-000000233,,859c7555-5cc9-473d-a7da-a1408b069159
,Primary name,Sabuwa,Level 2,,,,ADMIN-NGA-000000232,,5e92927a-083f-4567-be15-6c13ec1cf305
,Primary name,Gwaram,Level 2,,,,ADMIN-NGA-000000231,,77d79d67-0ac6-42e2-99fc-32438c818b60
,Primary name,Gwoza,Level 2,,,,ADMIN-NGA-000000230,,92c4fe84-8ff5-4b21-a775-f622dc76c7d1
,Primary name,Ikara,Level 2,,,,ADMIN-NGA-000000229,,d4497dc6-051e-4970-acf0-2090374ea3a8
,Primary name,Danja,Level 2,,,,ADMIN-NGA-000000228,,179bf3e0-81b3-439f-9fba-683f51bb4842
,Primary name,Damboa,Level 2,,,,ADMIN-NGA-000000227,,dce42d58-e64b-412e-9186-f7dc51154678
,Primary name,Shanga,Level 2,,,,ADMIN-NGA-000000226,,c92610b9-a71d-4fe1-ae48-0ad2343ea3bb
,Primary name,Dandume,Level 2,,,,ADMIN-NGA-000000225,,52eef9d4-ed1d-48b3-9c3d-b266cc995d61
,Primary name,Misau,Level 2,,,,ADMIN-NGA-000000224,,3d27bef9-fefc-44c4-8368-420b2d7ca264
,Primary name,Sumaila,Level 2,,,,ADMIN-NGA-000000223,,47ccecbe-05aa-4e54-9c04-46fbc1b82d34
,Primary name,Funtua,Level 2,,,,ADMIN-NGA-000000222,,9b1bbaed-8017-4ff9-b47c-ffc0a777c3f2
,Primary name,Hawul,Level 2,,,,ADMIN-NGA-000000272,,1a95b1d4-c044-48fc-a488-92ba1bc009a9
,Primary name,Lere,Level 2,,,,ADMIN-NGA-000000271,,350b349d-bcf0-470b-a212-6f7606ff93fb
,Primary name,Kauru,Level 2,,,,ADMIN-NGA-000000270,,309e3cac-6af7-41d6-a4e0-c936a7cf73dc
,Primary name,Kirfi,Level 2,,,,ADMIN-NGA-000000269,,58e9e04c-cd13-4007-b3f8-01a0aa81aebd
,Primary name,Kontagora,Level 2,,,,ADMIN-NGA-000000268,,2883a573-4d89-4f32-8946-d0605a1be865
,Primary name,Kwami,Level 2,,,,ADMIN-NGA-000000267,,3bc75681-554b-431d-84a4-6eb73c95162b
,Primary name,Bayo,Level 2,,,,ADMIN-NGA-000000266,,128798a8-d5a6-4780-9720-e7e8b45f3e29
,Primary name,Magama,Level 2,,,,ADMIN-NGA-000000265,,84ecb4fe-7b32-4a54-852b-06d31021489e
,Primary name,Michika,Level 2,,,,ADMIN-NGA-000000264,,2a6af14f-e95c-46c6-962e-093bab4ff508
,Primary name,Chikun,Level 2,,,,ADMIN-NGA-000000263,,f551a1dd-f5f2-4091-94b9-4005d1b807ae
,Primary name,Askira/Uba,Level 2,,,,ADMIN-NGA-000000262,,9ae0a5ba-552a-44c6-b99b-3e39b315fd16
,Primary name,Toro,Level 2,,,,ADMIN-NGA-000000261,,8ae41bf4-73da-4d29-a4e0-a1484ce00891
,Primary name,Madagali,Level 2,,,,ADMIN-NGA-000000260,,d08bf86f-a915-4f03-81f1-9254336ece5b
,Primary name,Chibok,Level 2,,,,ADMIN-NGA-000000259,,9c6fdca3-9b70-4e21-b510-96e58c40716c
,Primary name,Igabi,Level 2,,,,ADMIN-NGA-000000258,,8a6ff76b-9b51-467c-9fd1-92c018c5a872
,Primary name,Funakaye,Level 2,,,,ADMIN-NGA-000000257,,e621d40f-931e-42e5-b370-7b45bcc41099
,Primary name,Agwara,Level 2,,,,ADMIN-NGA-000000256,,e46d14b8-09c4-4cd3-b4e0-ac722b5f5525
,Primary name,Ngaski,Level 2,,,,ADMIN-NGA-000000255,,42ab9bba-9063-4662-b4b0-8e464bd6094a
,Primary name,Ganjuwa,Level 2,,,,ADMIN-NGA-000000254,,8e8cdf0c-976b-4ba8-8e5f-fd813b582e33
,Primary name,Biu,Level 2,,,,ADMIN-NGA-000000253,,a3d62072-15a5-4924-bad7-122b164b48c4
,Primary name,Zaria,Level 2,,,,ADMIN-NGA-000000252,,95b28543-ebc4-43f5-8980-5f3e76b51538
,Primary name,Mariga,Level 2,,,,ADMIN-NGA-000000251,,fb9194e9-2f9f-4ac9-bca8-4543c7d520e1
,Primary name,Kubau,Level 2,,,,ADMIN-NGA-000000250,,e6d75039-e1e4-4228-a296-dddb7f0a10ce
,Primary name,Yauri,Level 2,,,,ADMIN-NGA-000000249,,b9f7f801-6269-43d3-a4b4-19e5ef49c95b
,Primary name,Soba,Level 2,,,,ADMIN-NGA-000000248,,30cc868c-c33f-4a95-97fd-1a21e63c2427
,Primary name,Gulani,Level 2,,,,ADMIN-NGA-000000247,,53d0274b-7e88-4798-a251-9e7c30212e3a
,Primary name,Zangon Kataf,Level 2,,,,ADMIN-NGA-000000297,,a0849d5e-17ca-4be3-8d63-482634348561
,Primary name,Baruten,Level 2,,,,ADMIN-NGA-000000296,,9a1849e5-a576-4e5a-bf6e-4f80af29c441
,Primary name,Kaiama,Level 2,,,,ADMIN-NGA-000000295,,f3d3732b-1705-477f-9ca6-47eaacaf95f1
,Primary name,Kachia,Level 2,,,,ADMIN-NGA-000000294,,d654480a-e5a8-489c-a189-77387673ad47
,Primary name,Maiha,Level 2,,,,ADMIN-NGA-000000293,,5e4a8807-c7a8-437e-a6c6-da57fb4d09d2
,Primary name,Tafawa-Balewa,Level 2,,,,ADMIN-NGA-000000292,,f8fb6a2d-5515-4a34-8c6b-6e1cbff00fbf
,Primary name,Mubi South,Level 2,,,,ADMIN-NGA-000000291,,cafbbbb7-d097-4edd-a94a-e4759582b63e
,Primary name,Mashegu,Level 2,,,,ADMIN-NGA-000000290,,2737558e-427c-418e-bea7-8639834e79a4
,Primary name,Alkaleri,Level 2,,,,ADMIN-NGA-000000289,,7f07d54e-1411-42eb-9c6e-0e26c5c9259d
,Primary name,Shelleng,Level 2,,,,ADMIN-NGA-000000288,,7bd69485-b1af-4617-942d-73d68bd79a46
,Primary name,Gombe,Level 2,,,,ADMIN-NGA-000000287,,5acc33d2-8281-42d8-b8c2-f05e01cdf4b9
,Primary name,Bassa,Level 2,,,,ADMIN-NGA-000000286,,7e960dc4-d28d-4e87-98de-86dce32e4484
,Primary name,Shani,Level 2,,,,ADMIN-NGA-000000285,,0a63712d-a50e-42d6-8978-00dbdc8b7267
,Primary name,Akko,Level 2,,,,ADMIN-NGA-000000284,,4a4f694e-5da9-4e00-b168-995b9656e4fe
,Primary name,Girie,Level 2,,,,ADMIN-NGA-000000283,,00612988-5093-4222-9244-fc7d3796b2f1
,Primary name,Mubi North,Level 2,,,,ADMIN-NGA-000000282,,a3a6884f-abbb-43b0-a2db-6696ce1df571
,Primary name,Kajuru,Level 2,,,,ADMIN-NGA-000000281,,6ed40e0d-46b6-450a-b44e-bb7fa4190d9c
,Primary name,Bauchi,Level 2,,,,ADMIN-NGA-000000280,,427beabe-1b95-458c-a0bf-370e9d22d4d9
,Primary name,Kaduna South,Level 2,,,,ADMIN-NGA-000000279,,c97e8109-2fb7-4534-bcf1-265e3bfa72ca
,Primary name,Hong,Level 2,,,,ADMIN-NGA-000000278,,85112a77-d42c-405f-a093-8db40adc5fd5
,Primary name,Rafi,Level 2,,,,ADMIN-NGA-000000277,,2f326e0a-91b1-491d-8ce0-018c46bb10e6
,Primary name,Yamaltu/Deba,Level 2,,,,ADMIN-NGA-000000276,,f8437350-4020-4c69-a3ec-fa45192cc8d0
,Primary name,Kwaya Kusar,Level 2,,,,ADMIN-NGA-000000275,,76e0b293-497c-4291-91ec-03c6411d3701
,Primary name,Kaduna North,Level 2,,,,ADMIN-NGA-000000274,,953e4988-9979-45a9-8bd2-6ec8a849b225
,Primary name,Shiroro,Level 2,,,,ADMIN-NGA-000000273,,715ec833-7094-4337-97ba-7eb10c5bfabc
,Primary name,Jaba,Level 2,,,,ADMIN-NGA-000000323,,93587350-5440-4613-904c-ef88874c7c14
,Primary name,Numan,Level 2,,,,ADMIN-NGA-000000322,,c440a20c-3b11-4bbc-a55e-f4c018ac12a1
,Primary name,Chanchaga,Level 2,,,,ADMIN-NGA-000000321,,72ffb568-cd92-4978-8395-f93716c746e0
,Primary name,Demsa,Level 2,,,,ADMIN-NGA-000000320,,8e8d9b93-8fd9-4f9a-9f1a-ebf91f208b9e
,Primary name,Riyom,Level 2,,,,ADMIN-NGA-000000319,,d6bcc5a8-9245-4d00-b42d-85f77507db3c
,Primary name,Lamurde,Level 2,,,,ADMIN-NGA-000000318,,1cc21a95-2375-4d39-9265-88af751c7d14
,Primary name,Kaura,Level 2,,,,ADMIN-NGA-000000317,,6e759cb4-5d5c-48ef-8f6f-3e809a8cf004
,Primary name,Bogoro,Level 2,,,,ADMIN-NGA-000000316,,04047440-23dc-45a2-a4cc-e718a5408b49
,Primary name,Fufore,Level 2,,,,ADMIN-NGA-000000315,,371d985b-dd22-4f98-b511-ab9c90fef0d3
,Primary name,Paikoro,Level 2,,,,ADMIN-NGA-000000314,,a4ee79de-92da-4aa2-9635-8f611a4dd0f3
,Primary name,Mangu,Level 2,,,,ADMIN-NGA-000000313,,469690a2-ccf6-4dd1-bd2b-036b769395eb
,Primary name,Bosso,Level 2,,,,ADMIN-NGA-000000312,,b4e8a8d3-0c22-4b74-aa0a-6942d7130fb3
,Primary name,Barkin Ladi,Level 2,,,,ADMIN-NGA-000000311,,df8599cc-e1d9-4836-81e0-bb43aec93531
,Primary name,Kanam,Level 2,,,,ADMIN-NGA-000000310,,ac28b70d-1b15-4b44-9c6f-72bb6ff63093
,Primary name,Jos South,Level 2,,,,ADMIN-NGA-000000309,,35ff3d4a-9579-4809-aea1-c371ad83e685
,Primary name,Shomgom,Level 2,,,,ADMIN-NGA-000000308,,1e77a0e5-fb47-433b-9334-cc4b5b656ab0
,Primary name,Wushishi,Level 2,,,,ADMIN-NGA-000000307,,138cf5d7-7999-42e2-abe3-832c3cee45cc
,Primary name,Jos East,Level 2,,,,ADMIN-NGA-000000306,,76b9e7eb-d7e7-4fa1-a417-c2fc439307d5
,Primary name,Jos North,Level 2,,,,ADMIN-NGA-000000305,,80d42ac3-e46c-42db-b1bc-78ceee3c8762
,Primary name,Billiri,Level 2,,,,ADMIN-NGA-000000304,,60818619-1423-46ed-aa08-19d26a1f5575
,Primary name,Guyuk,Level 2,,,,ADMIN-NGA-000000303,,a7564805-7097-46c0-8f52-8c6fdbb9697b
,Primary name,Song,Level 2,,,,ADMIN-NGA-000000302,,580a4fc5-a22d-45fe-a081-7b82666e79dc
,Primary name,Kaltungo,Level 2,,,,ADMIN-NGA-000000301,,abf09a37-6a98-4ce8-8c99-5f8913abbf6c
,Primary name,Muya,Level 2,,,,ADMIN-NGA-000000300,,8fbccabc-cdae-491c-a1e1-ecf1b22e9a84
,Primary name,Balanga,Level 2,,,,ADMIN-NGA-000000299,,b554e23b-9cc9-4556-a3ee-5727e511ce1a
,Primary name,Dass,Level 2,,,,ADMIN-NGA-000000298,,f840a4d6-7d85-4083-ab49-21a609334069
,Primary name,Wamba,Level 2,,,,ADMIN-NGA-000000348,,b1ce427a-1151-41f1-ac6f-535d04e7dbb3
,Primary name,Abaji,Level 2,,,,ADMIN-NGA-000000347,,a541f6cc-d5c7-46be-b0b1-e164aebc478f
,Primary name,Gwagwalada,Level 2,,,,ADMIN-NGA-000000346,,707285e5-1149-4364-8d85-fc6b1b6b0ae5
,Primary name,Yola South,Level 2,,,,ADMIN-NGA-000000345,,0bc5df42-174a-487a-91eb-cfc586ea4301
,Primary name,Agaie,Level 2,,,,ADMIN-NGA-000000344,,7b88ff9b-0944-41ff-bf78-2c5a63bfb4a4
,Primary name,Suleja,Level 2,,,,ADMIN-NGA-000000343,,4ce1fc63-f692-4e4c-b217-ff40da9d67f6
,Primary name,Langtang North,Level 2,,,,ADMIN-NGA-000000342,,c46e75f2-ac69-4230-a71e-508587f93c29
,Primary name,Yola North,Level 2,,,,ADMIN-NGA-000000341,,ed6fd4b7-dc32-4b0f-9fd1-be1b4439b07a
,Primary name,Tafa,Level 2,,,,ADMIN-NGA-000000340,,cccf657c-525d-4134-915c-53fb9a77fcfd
,Primary name,Bwari,Level 2,,,,ADMIN-NGA-000000339,,02d3552f-bafa-4310-883f-db6ec58bcf07
,Primary name,Karu,Level 2,,,,ADMIN-NGA-000000338,,a8dad77a-da94-4fb4-a280-6b8e3795b7bf
,Primary name,Lapai,Level 2,,,,ADMIN-NGA-000000337,,80031ac8-b261-4ea8-bf50-e132cfe34e2b
,Primary name,Lau,Level 2,,,,ADMIN-NGA-000000336,,5fbbd1ea-7c28-4f43-a5b2-4d3e805f15a6
,Primary name,Bokkos,Level 2,,,,ADMIN-NGA-000000335,,265effd9-a7cd-4e0b-aabf-c40015df5ad9
,Primary name,Sanga,Level 2,,,,ADMIN-NGA-000000334,,4dcca74c-40a0-47ae-9e6c-6c1befcca047
,Primary name,Wase,Level 2,,,,ADMIN-NGA-000000333,,5dceb383-49bc-4ce1-8162-91468a5fae92
,Primary name,Katcha,Level 2,,,,ADMIN-NGA-000000332,,fbba042a-4bd7-4f7e-8939-e5cb1beb1e0c
,Primary name,Gurara,Level 2,,,,ADMIN-NGA-000000331,,f4a3ebb3-960e-495a-b4a6-653347f66650
,Primary name,Kanke,Level 2,,,,ADMIN-NGA-000000330,,801a7633-3275-4b92-a0ca-df77e3c66eb4
,Primary name,Jema'a,Level 2,,,,ADMIN-NGA-000000329,,79f6fd7a-b0f6-4c6a-b97f-a84f1eb417af
,Primary name,Gbako,Level 2,,,,ADMIN-NGA-000000328,,1fb171cd-68b7-40ec-b1f3-1719b40c3094
,Primary name,Pankshin,Level 2,,,,ADMIN-NGA-000000327,,a62da782-bf5c-4c90-b984-087fc59765d6
,Primary name,Mokwa,Level 2,,,,ADMIN-NGA-000000326,,6b09319e-28a0-45b7-9496-9686768a15f7
,Primary name,Karim Lamido,Level 2,,,,ADMIN-NGA-000000325,,8cd46459-c7ac-425c-92fd-af0d25ce798c
,Primary name,Gombi,Level 2,,,,ADMIN-NGA-000000324,,014e7fb6-6b35-485c-adb5-b0075b02186d
,Primary name,Saki West,Level 2,,,,ADMIN-NGA-000000374,,131fb5e4-ffaf-479d-b0dc-0a3c3880fbbc
,Primary name,Jada,Level 2,,,,ADMIN-NGA-000000373,,8dabe746-de06-48d3-807e-a0bde67d32f9
,Primary name,Nassarawa Egon,Level 2,,,,ADMIN-NGA-000000372,,529063e3-30db-4f66-8729-b67027f90f6d
,Primary name,Keffi,Level 2,,,,ADMIN-NGA-000000371,,15c0428e-df95-4f61-8463-460a251d642f
,Primary name,Kuje,Level 2,,,,ADMIN-NGA-000000370,,2548d469-5ac8-4982-90b7-09465c184d51
,Primary name,Pategi,Level 2,,,,ADMIN-NGA-000000369,,a8c92dd7-91ff-4bf6-ac83-13f2f606851c
